id,år,runde,dato,H,U,HM,UM,Tilskuere,Sejr,Hsejr,Usejr,Uafgjort
1,1991,1,3/16/1991,AGF,BIF,1,2,6600,3,0,1,0
2,1991,1,3/17/1991,IFS,LBK,1,0,2270,1,1,0,0
3,1991,1,3/17/1991,AaB,VB,1,1,6700,2,0,0,1
4,1991,1,3/17/1991,B1903,SIF,1,1,1302,2,0,0,1
5,1991,1,3/17/1991,BKF,OB,3,0,3434,1,1,0,0
6,1991,2,3/24/1991,SIF,AaB,1,1,3741,2,0,0,1
7,1991,2,3/24/1991,OB,AGF,0,0,3607,2,0,0,1
8,1991,2,3/24/1991,LBK,B1903,4,1,3024,1,1,0,0
9,1991,2,3/24/1991,VB,BKF,1,2,2618,3,0,1,0
10,1991,2,3/24/1991,BIF,IFS,2,1,4419,1,1,0,0
11,1991,3,4/1/1991,IFS,AGF,1,1,2900,2,0,0,1
12,1991,3,4/1/1991,BKF,SIF,2,2,3745,2,0,0,1
13,1991,3,4/1/1991,B1903,BIF,0,1,5575,3,0,1,0
14,1991,3,4/1/1991,VB,OB,0,0,2970,2,0,0,1
15,1991,3,4/1/1991,AaB,LBK,1,2,7100,3,0,1,0
16,1991,4,4/6/1991,BIF,AaB,2,2,3141,2,0,0,1
17,1991,4,4/7/1991,SIF,VB,0,0,3056,2,0,0,1
18,1991,4,4/7/1991,AGF,B1903,2,1,3700,1,1,0,0
19,1991,4,4/7/1991,OB,IFS,3,0,2618,1,1,0,0
20,1991,4,4/7/1991,LBK,BKF,1,1,5751,2,0,0,1
21,1991,5,4/14/1991,AaB,AGF,4,1,9700,1,1,0,0
22,1991,5,4/14/1991,SIF,OB,2,2,3025,2,0,0,1
23,1991,5,4/14/1991,B1903,IFS,0,0,799,2,0,0,1
24,1991,5,4/14/1991,VB,LBK,0,2,2520,3,0,1,0
25,1991,5,4/14/1991,BKF,BIF,1,1,11529,2,0,0,1
26,1991,6,4/20/1991,BIF,VB,3,1,2855,1,1,0,0
27,1991,6,4/21/1991,OB,B1903,0,0,3040,2,0,0,1
28,1991,6,4/21/1991,IFS,AaB,0,0,3014,2,0,0,1
29,1991,6,4/21/1991,AGF,BKF,2,1,4900,1,1,0,0
30,1991,6,4/21/1991,LBK,SIF,5,2,2222,1,1,0,0
31,1991,7,4/28/1991,VB,AGF,1,1,2613,2,0,0,1
32,1991,7,4/28/1991,SIF,BIF,1,0,4252,1,1,0,0
33,1991,7,4/28/1991,AaB,B1903,4,1,5400,1,1,0,0
34,1991,7,4/28/1991,BKF,IFS,1,0,2256,1,1,0,0
35,1991,7,4/28/1991,LBK,OB,1,0,2219,1,1,0,0
36,1991,8,5/5/1991,OB,AaB,1,1,2134,2,0,0,1
37,1991,8,5/5/1991,IFS,VB,0,2,2086,3,0,1,0
38,1991,8,5/5/1991,B1903,BKF,0,1,1321,3,0,1,0
39,1991,8,5/5/1991,BIF,LBK,0,3,8207,3,0,1,0
40,1991,8,5/5/1991,AGF,SIF,2,1,5100,1,1,0,0
41,1991,9,5/12/1991,OB,BIF,1,1,5226,2,0,0,1
42,1991,9,5/12/1991,BKF,AaB,1,2,3085,3,0,1,0
43,1991,9,5/12/1991,SIF,IFS,1,0,3191,1,1,0,0
44,1991,9,5/12/1991,LBK,AGF,2,1,3003,1,1,0,0
45,1991,9,5/12/1991,VB,B1903,1,0,2259,1,1,0,0
46,1991,10,5/16/1991,B1903,VB,3,0,712,1,1,0,0
47,1991,10,5/16/1991,AGF,LBK,1,1,4900,2,0,0,1
48,1991,10,5/16/1991,IFS,SIF,1,2,2419,3,0,1,0
49,1991,10,5/16/1991,AaB,BKF,1,2,7800,3,0,1,0
50,1991,10,5/16/1991,BIF,OB,0,0,2708,2,0,0,1
51,1991,11,5/20/1991,OB,BKF,1,1,3261,2,0,0,1
52,1991,11,5/20/1991,LBK,IFS,5,0,2251,1,1,0,0
53,1991,11,5/20/1991,VB,AaB,5,1,2575,1,1,0,0
54,1991,11,5/20/1991,BIF,AGF,0,0,4732,2,0,0,1
55,1991,11,5/20/1991,SIF,B1903,0,1,2784,3,0,1,0
56,1991,12,5/23/1991,BKF,VB,1,1,2288,2,0,0,1
57,1991,12,5/23/1991,AGF,OB,3,1,3800,1,1,0,0
58,1991,12,5/23/1991,AaB,SIF,2,1,4200,1,1,0,0
59,1991,12,5/23/1991,IFS,BIF,0,1,2708,3,0,1,0
60,1991,12,5/23/1991,B1903,LBK,2,0,2888,1,1,0,0
61,1991,13,5/26/1991,OB,VB,4,2,3737,1,1,0,0
62,1991,13,5/26/1991,BIF,B1903,1,0,5950,1,1,0,0
63,1991,13,5/26/1991,AGF,IFS,3,2,6200,1,1,0,0
64,1991,13,5/26/1991,LBK,AaB,2,0,2929,1,1,0,0
65,1991,13,5/26/1991,SIF,BKF,1,1,2320,2,0,0,1
66,1991,14,5/30/1991,B1903,OB,0,0,1033,2,0,0,1
67,1991,14,5/30/1991,AaB,IFS,2,0,4700,1,1,0,0
68,1991,14,5/30/1991,BKF,AGF,2,2,2694,2,0,0,1
69,1991,14,5/30/1991,SIF,LBK,4,3,2424,1,1,0,0
70,1991,14,5/30/1991,VB,BIF,1,3,5080,3,0,1,0
71,1991,15,6/2/1991,IFS,OB,0,0,1370,2,0,0,1
72,1991,15,6/2/1991,AaB,BIF,0,2,10700,3,0,1,0
73,1991,15,6/2/1991,BKF,LBK,2,1,7830,1,1,0,0
74,1991,15,6/2/1991,VB,SIF,1,0,3564,1,1,0,0
75,1991,15,6/2/1991,B1903,AGF,3,0,1020,1,1,0,0
76,1991,16,6/9/1991,BIF,BKF,4,1,12110,1,1,0,0
77,1991,16,6/9/1991,IFS,B1903,1,0,915,1,1,0,0
78,1991,16,6/9/1991,AGF,AaB,6,1,5800,1,1,0,0
79,1991,16,6/9/1991,LBK,VB,1,0,2345,1,1,0,0
80,1991,16,6/9/1991,OB,SIF,6,0,3218,1,1,0,0
81,1991,17,6/19/1991,AGF,VB,0,0,6300,2,0,0,1
82,1991,17,6/19/1991,OB,LBK,1,1,3366,2,0,0,1
83,1991,17,6/19/1991,B1903,AaB,4,1,819,1,1,0,0
84,1991,17,6/19/1991,IFS,BKF,2,1,764,1,1,0,0
85,1991,17,6/19/1991,BIF,SIF,2,1,4771,1,1,0,0
86,1991,18,6/23/1991,BKF,B1903,1,2,2222,3,0,1,0
87,1991,18,6/23/1991,AaB,OB,5,1,4400,1,1,0,0
88,1991,18,6/23/1991,SIF,AGF,3,3,4275,2,0,0,1
89,1991,18,6/23/1991,VB,IFS,3,0,3304,1,1,0,0
90,1991,18,6/23/1991,LBK,BIF,1,1,13935,2,0,0,1
91,1991/1992,1,7/28/1991,B1903,SIF,4,0,1014,1,1,0,0
92,1991/1992,1,7/28/1991,BIF,LBK,1,0,6159,1,1,0,0
93,1991/1992,1,7/28/1991,VB,AaB,1,2,2793,3,0,1,0
94,1991/1992,1,7/28/1991,NBK,AGF,2,0,2701,1,1,0,0
95,1991/1992,1,7/28/1991,OB,BKF,2,5,2834,3,0,1,0
96,1991/1992,2,8/4/1991,LBK,OB,3,1,1912,1,1,0,0
97,1991/1992,2,8/4/1991,AaB,NBK,2,1,6800,1,1,0,0
98,1991/1992,2,8/4/1991,BKF,B1903,1,3,6034,3,0,1,0
99,1991/1992,2,8/4/1991,SIF,VB,1,2,2760,3,0,1,0
100,1991/1992,2,8/4/1991,AGF,BIF,1,1,7000,2,0,0,1
101,1991/1992,3,8/11/1991,OB,AGF,0,0,3457,2,0,0,1
102,1991/1992,3,8/11/1991,BIF,AaB,1,1,4840,2,0,0,1
103,1991/1992,3,8/11/1991,LBK,BKF,2,1,3512,1,1,0,0
104,1991/1992,3,8/11/1991,NBK,SIF,0,1,2856,3,0,1,0
105,1991/1992,3,8/11/1991,VB,B1903,4,2,3433,1,1,0,0
106,1991/1992,4,8/14/1991,SIF,BIF,1,1,3309,2,0,0,1
107,1991/1992,4,8/14/1991,BKF,VB,1,0,2668,1,1,0,0
108,1991/1992,4,8/14/1991,B1903,NBK,0,0,1423,2,0,0,1
109,1991/1992,4,8/14/1991,AaB,OB,4,4,8900,2,0,0,1
110,1991/1992,4,8/14/1991,AGF,LBK,0,3,4300,3,0,1,0
111,1991/1992,5,8/18/1991,LBK,AaB,1,1,3226,2,0,0,1
112,1991/1992,5,8/18/1991,BIF,B1903,2,2,6421,2,0,0,1
113,1991/1992,5,8/18/1991,OB,SIF,0,4,4037,3,0,1,0
114,1991/1992,5,8/18/1991,NBK,VB,3,1,2702,1,1,0,0
115,1991/1992,5,8/18/1991,AGF,BKF,2,0,4200,1,1,0,0
116,1991/1992,6,8/25/1991,VB,BIF,1,3,5816,3,0,1,0
117,1991/1992,6,8/25/1991,AaB,AGF,0,2,10200,3,0,1,0
118,1991/1992,6,8/25/1991,BKF,NBK,2,2,2846,2,0,0,1
119,1991/1992,6,8/25/1991,B1903,OB,3,2,1565,1,1,0,0
120,1991/1992,6,8/25/1991,SIF,LBK,0,3,3225,3,0,1,0
121,1991/1992,7,8/31/1991,OB,VB,2,1,2939,1,1,0,0
122,1991/1992,7,9/1/1991,AaB,BKF,3,1,6200,1,1,0,0
123,1991/1992,7,9/1/1991,AGF,SIF,0,3,6500,3,0,1,0
124,1991/1992,7,9/1/1991,BIF,NBK,3,1,4626,1,1,0,0
125,1991/1992,7,9/1/1991,LBK,B1903,1,1,14794,2,0,0,1
126,1991/1992,8,9/8/1991,VB,LBK,1,1,3588,2,0,0,1
127,1991/1992,8,9/8/1991,BKF,BIF,1,1,6348,2,0,0,1
128,1991/1992,8,9/8/1991,SIF,AaB,2,1,3669,1,1,0,0
129,1991/1992,8,9/8/1991,NBK,OB,3,6,3359,3,0,1,0
130,1991/1992,8,9/8/1991,B1903,AGF,3,1,1811,1,1,0,0
131,1991/1992,9,9/14/1991,LBK,NBK,0,2,2514,3,0,1,0
132,1991/1992,9,9/14/1991,AaB,B1903,1,2,5800,3,0,1,0
133,1991/1992,9,9/14/1991,BKF,SIF,2,2,1997,2,0,0,1
134,1991/1992,9,9/14/1991,OB,BIF,0,2,5860,3,0,1,0
135,1991/1992,9,9/14/1991,AGF,VB,3,2,4800,1,1,0,0
136,1991/1992,10,9/22/1991,SIF,BKF,1,1,2707,2,0,0,1
137,1991/1992,10,9/22/1991,NBK,LBK,0,2,3005,3,0,1,0
138,1991/1992,10,9/22/1991,B1903,AaB,0,1,1896,3,0,1,0
139,1991/1992,10,9/22/1991,BIF,OB,2,0,4680,1,1,0,0
140,1991/1992,10,9/22/1991,VB,AGF,0,0,4590,2,0,0,1
141,1991/1992,11,9/28/1991,LBK,BIF,0,2,5222,3,0,1,0
142,1991/1992,11,9/28/1991,BKF,OB,2,1,1842,1,1,0,0
143,1991/1992,11,9/28/1991,AGF,NBK,3,0,3000,1,1,0,0
144,1991/1992,11,9/28/1991,SIF,B1903,1,0,2363,1,1,0,0
145,1991/1992,11,9/28/1991,AaB,VB,3,0,5600,1,1,0,0
146,1991/1992,12,10/6/1991,VB,SIF,1,0,3420,1,1,0,0
147,1991/1992,12,10/6/1991,B1903,BKF,2,1,3030,1,1,0,0
148,1991/1992,12,10/6/1991,OB,LBK,1,5,3447,3,0,1,0
149,1991/1992,12,10/6/1991,BIF,AGF,0,1,4736,3,0,1,0
150,1991/1992,12,10/6/1991,NBK,AaB,2,2,2170,2,0,0,1
151,1991/1992,13,10/13/1991,AGF,OB,1,1,5300,2,0,0,1
152,1991/1992,13,10/13/1991,B1903,VB,1,0,2254,1,1,0,0
153,1991/1992,13,10/13/1991,SIF,NBK,1,3,2298,3,0,1,0
154,1991/1992,13,10/13/1991,BKF,LBK,1,1,3846,2,0,0,1
155,1991/1992,13,10/13/1991,AaB,BIF,2,3,16500,3,0,1,0
156,1991/1992,14,10/19/1991,LBK,AGF,0,0,1489,2,0,0,1
157,1991/1992,14,10/19/1991,OB,AaB,1,3,2049,3,0,1,0
158,1991/1992,14,10/19/1991,NBK,B1903,1,3,2039,3,0,1,0
159,1991/1992,14,10/19/1991,BIF,SIF,3,1,2946,1,1,0,0
160,1991/1992,14,10/19/1991,VB,BKF,1,2,1841,3,0,1,0
161,1991/1992,15,10/27/1991,SIF,OB,1,3,2206,3,0,1,0
162,1991/1992,15,10/27/1991,AaB,LBK,1,1,8700,2,0,0,1
163,1991/1992,15,10/27/1991,BKF,AGF,3,1,2162,1,1,0,0
164,1991/1992,15,10/27/1991,VB,NBK,5,2,2581,1,1,0,0
165,1991/1992,15,10/27/1991,B1903,BIF,1,1,13985,2,0,0,1
166,1991/1992,16,11/2/1991,NBK,BKF,2,0,1492,1,1,0,0
167,1991/1992,16,11/2/1991,AGF,AaB,0,0,3600,2,0,0,1
168,1991/1992,16,11/2/1991,BIF,VB,0,1,3263,3,0,1,0
169,1991/1992,16,11/2/1991,LBK,SIF,4,2,1120,1,1,0,0
170,1991/1992,16,11/2/1991,OB,B1903,3,2,2516,1,1,0,0
171,1991/1992,17,11/10/1991,BKF,AaB,0,0,2112,2,0,0,1
172,1991/1992,17,11/10/1991,SIF,AGF,0,0,4069,2,0,0,1
173,1991/1992,17,11/10/1991,VB,OB,2,1,7221,1,1,0,0
174,1991/1992,17,11/10/1991,NBK,BIF,3,3,7825,2,0,0,1
175,1991/1992,17,11/10/1991,B1903,LBK,2,2,3680,2,0,0,1
176,1991/1992,18,11/17/1991,AGF,B1903,4,1,4700,1,1,0,0
177,1991/1992,18,11/17/1991,LBK,VB,3,1,2538,1,1,0,0
178,1991/1992,18,11/17/1991,AaB,SIF,2,3,5700,3,0,1,0
179,1991/1992,18,11/17/1991,OB,NBK,0,6,1476,3,0,1,0
180,1991/1992,18,11/17/1991,BIF,BKF,1,1,5227,2,0,0,1
181,1991/1992,19,3/22/1992,BKF,B1903,2,0,3405,1,1,0,0
182,1991/1992,19,3/22/1992,LBK,AGF,0,1,1502,3,0,1,0
183,1991/1992,19,3/22/1992,SIF,BIF,1,1,2957,2,0,0,1
184,1991/1992,19,4/16/1992,NBK,AaB,1,1,1172,2,0,0,1
185,1991/1992,20,3/29/1992,AGF,NBK,6,1,5200,1,1,0,0
186,1991/1992,20,3/29/1992,BIF,LBK,1,2,9428,3,0,1,0
187,1991/1992,20,3/29/1992,B1903,SIF,3,0,1239,1,1,0,0
188,1991/1992,20,3/29/1992,AaB,BKF,1,3,6650,3,0,1,0
189,1991/1992,21,4/5/1992,B1903,BIF,1,0,4127,1,1,0,0
190,1991/1992,21,4/5/1992,BKF,AGF,3,3,4416,2,0,0,1
191,1991/1992,21,4/5/1992,NBK,LBK,0,4,2669,3,0,1,0
192,1991/1992,21,4/5/1992,SIF,AaB,0,0,2780,2,0,0,1
193,1991/1992,22,4/12/1992,AGF,SIF,0,1,9300,3,0,1,0
194,1991/1992,22,4/12/1992,BIF,NBK,3,1,5418,1,1,0,0
195,1991/1992,22,4/12/1992,LBK,BKF,1,2,5521,3,0,1,0
196,1991/1992,22,4/12/1992,AaB,B1903,1,1,6300,2,0,0,1
197,1991/1992,23,4/20/1992,B1903,AGF,1,0,2325,1,1,0,0
198,1991/1992,23,4/20/1992,BKF,NBK,2,1,5020,1,1,0,0
199,1991/1992,23,4/20/1992,SIF,LBK,2,0,3156,1,1,0,0
200,1991/1992,23,4/20/1992,AaB,BIF,4,0,10700,1,1,0,0
201,1991/1992,24,4/26/1992,BIF,BKF,0,0,13315,2,0,0,1
202,1991/1992,24,4/26/1992,LBK,B1903,3,0,5264,1,1,0,0
203,1991/1992,24,4/26/1992,AGF,AaB,1,0,7100,1,1,0,0
204,1991/1992,24,4/26/1992,NBK,SIF,3,0,1441,1,1,0,0
205,1991/1992,25,5/3/1992,B1903,NBK,3,1,1482,1,1,0,0
206,1991/1992,25,5/3/1992,BIF,AGF,2,0,6766,1,1,0,0
207,1991/1992,25,5/3/1992,SIF,BKF,1,0,2844,1,1,0,0
208,1991/1992,25,5/3/1992,AaB,LBK,0,0,6700,2,0,0,1
209,1991/1992,26,5/7/1992,AGF,BIF,3,0,8500,1,1,0,0
210,1991/1992,26,5/7/1992,NBK,B1903,0,2,1344,3,0,1,0
211,1991/1992,26,5/7/1992,LBK,AaB,1,0,1656,1,1,0,0
212,1991/1992,26,5/7/1992,BKF,SIF,3,0,2874,1,1,0,0
213,1991/1992,27,5/10/1992,AGF,LBK,1,1,9000,2,0,0,1
214,1991/1992,27,5/10/1992,B1903,BKF,0,0,5652,2,0,0,1
215,1991/1992,27,5/10/1992,BIF,SIF,2,3,5268,3,0,1,0
216,1991/1992,27,5/10/1992,AaB,NBK,4,1,4400,1,1,0,0
217,1991/1992,28,5/17/1992,BKF,AaB,0,1,4433,3,0,1,0
218,1991/1992,28,5/17/1992,LBK,BIF,1,0,6481,1,1,0,0
219,1991/1992,28,5/17/1992,NBK,AGF,1,0,1713,1,1,0,0
220,1991/1992,28,5/17/1992,SIF,B1903,1,3,3605,3,0,1,0
221,1991/1992,29,5/21/1992,AGF,BKF,0,0,6400,2,0,0,1
222,1991/1992,29,5/21/1992,BIF,B1903,1,3,7331,3,0,1,0
223,1991/1992,29,5/21/1992,LBK,NBK,4,0,1450,1,1,0,0
224,1991/1992,29,5/21/1992,AaB,SIF,0,0,7100,2,0,0,1
225,1991/1992,30,5/24/1992,B1903,AaB,6,0,2409,1,1,0,0
226,1991/1992,30,5/24/1992,BKF,LBK,0,1,4722,3,0,1,0
227,1991/1992,30,5/24/1992,NBK,BIF,0,1,2631,3,0,1,0
228,1991/1992,30,5/24/1992,SIF,AGF,3,1,3342,1,1,0,0
229,1991/1992,31,5/31/1992,AGF,B1903,1,0,5500,1,1,0,0
230,1991/1992,31,5/31/1992,BIF,AaB,4,2,5301,1,1,0,0
231,1991/1992,31,5/31/1992,LBK,SIF,3,0,5856,1,1,0,0
232,1991/1992,31,5/31/1992,NBK,BKF,2,2,1725,2,0,0,1
233,1991/1992,32,6/8/1992,B1903,LBK,0,1,10787,3,0,1,0
234,1991/1992,32,6/8/1992,BKF,BIF,3,1,5994,1,1,0,0
235,1991/1992,32,6/8/1992,SIF,NBK,1,1,1948,2,0,0,1
236,1991/1992,32,6/8/1992,AaB,AGF,2,1,4700,1,1,0,0
237,1992/1993,1,8/12/1992,AGF,LBK,1,0,4500,1,1,0,0
238,1992/1993,1,8/12/1992,B1909,SIF,0,0,1971,2,0,0,1
239,1992/1993,1,8/12/1992,BKF,FCK,0,3,4391,3,0,1,0
240,1992/1993,1,8/12/1992,NBK,OB,0,4,5501,3,0,1,0
241,1992/1993,1,8/12/1992,AaB,BIF,3,0,7000,1,1,0,0
242,1992/1993,2,8/16/1992,BIF,BKF,3,3,5192,2,0,0,1
243,1992/1993,2,8/16/1992,FCK,B1909,2,1,4035,1,1,0,0
244,1992/1993,2,8/16/1992,LBK,AaB,0,2,1594,3,0,1,0
245,1992/1993,2,8/16/1992,OB,AGF,3,2,5002,1,1,0,0
246,1992/1993,2,8/16/1992,SIF,NBK,4,0,1978,1,1,0,0
247,1992/1993,3,8/19/1992,B1909,BIF,1,2,2487,3,0,1,0
248,1992/1993,3,8/19/1992,BKF,LBK,0,0,2599,2,0,0,1
249,1992/1993,3,8/19/1992,NBK,FCK,0,2,2157,3,0,1,0
250,1992/1993,3,8/19/1992,SIF,OB,0,1,2809,3,0,1,0
251,1992/1993,3,8/19/1992,AaB,AGF,3,2,9300,1,1,0,0
252,1992/1993,4,8/23/1992,AGF,BKF,1,1,4300,2,0,0,1
253,1992/1993,4,8/23/1992,BIF,NBK,2,1,3721,1,1,0,0
254,1992/1993,4,8/23/1992,FCK,SIF,0,0,3667,2,0,0,1
255,1992/1993,4,8/23/1992,LBK,B1909,3,1,1330,1,1,0,0
256,1992/1993,4,8/23/1992,OB,AaB,4,1,7167,1,1,0,0
257,1992/1993,5,8/30/1992,B1909,AGF,0,4,2192,3,0,1,0
258,1992/1993,5,8/30/1992,FCK,OB,1,1,8759,2,0,0,1
259,1992/1993,5,8/30/1992,BKF,AaB,1,1,2081,2,0,0,1
260,1992/1993,5,8/30/1992,NBK,LBK,2,1,2019,1,1,0,0
261,1992/1993,5,8/30/1992,SIF,BIF,3,0,3330,1,1,0,0
262,1992/1993,6,9/6/1992,AGF,NBK,0,1,4900,3,0,1,0
263,1992/1993,6,9/6/1992,BIF,FCK,1,1,8845,2,0,0,1
264,1992/1993,6,9/6/1992,LBK,SIF,1,1,1150,2,0,0,1
265,1992/1993,6,9/6/1992,OB,BKF,5,0,5234,1,1,0,0
266,1992/1993,6,9/16/1992,AaB,B1909,2,0,4800,1,1,0,0
267,1992/1993,7,9/12/1992,B1909,BKF,1,1,1005,2,0,0,1
268,1992/1993,7,9/12/1992,FCK,LBK,2,2,11152,2,0,0,1
269,1992/1993,7,9/12/1992,SIF,AGF,1,1,3272,2,0,0,1
270,1992/1993,7,9/12/1992,BIF,OB,2,0,9315,1,1,0,0
271,1992/1993,7,9/12/1992,NBK,AaB,2,2,2414,2,0,0,1
272,1992/1993,8,9/20/1992,AGF,FCK,0,0,8600,2,0,0,1
273,1992/1993,8,9/20/1992,BKF,NBK,3,1,2266,1,1,0,0
274,1992/1993,8,9/20/1992,LBK,BIF,0,2,5362,3,0,1,0
275,1992/1993,8,9/20/1992,OB,B1909,2,0,15331,1,1,0,0
276,1992/1993,8,9/20/1992,AaB,SIF,1,2,7500,3,0,1,0
277,1992/1993,9,9/27/1992,BIF,AGF,0,0,4638,2,0,0,1
278,1992/1993,9,9/27/1992,FCK,AaB,0,0,6848,2,0,0,1
279,1992/1993,9,9/27/1992,NBK,B1909,2,2,2644,2,0,0,1
280,1992/1993,9,9/27/1992,OB,LBK,0,0,3560,2,0,0,1
281,1992/1993,9,9/27/1992,SIF,BKF,4,0,2121,1,1,0,0
282,1992/1993,10,10/4/1992,AGF,BIF,0,1,7100,3,0,1,0
283,1992/1993,10,10/4/1992,B1909,NBK,2,2,1362,2,0,0,1
284,1992/1993,10,10/4/1992,BKF,SIF,2,2,1901,2,0,0,1
285,1992/1993,10,10/4/1992,LBK,OB,0,1,2060,3,0,1,0
286,1992/1993,10,10/4/1992,AaB,FCK,0,1,10000,3,0,1,0
287,1992/1993,11,10/11/1992,BIF,AaB,0,0,5201,2,0,0,1
288,1992/1993,11,10/11/1992,FCK,BKF,5,1,12300,1,1,0,0
289,1992/1993,11,10/11/1992,LBK,AGF,1,1,3649,2,0,0,1
290,1992/1993,11,10/11/1992,OB,NBK,4,1,4236,1,1,0,0
291,1992/1993,11,10/11/1992,SIF,B1909,6,0,2740,1,1,0,0
292,1992/1993,12,10/17/1992,AGF,OB,3,2,4100,1,1,0,0
293,1992/1993,12,10/17/1992,B1909,FCK,2,4,821,3,0,1,0
294,1992/1993,12,10/18/1992,BKF,BIF,2,2,3579,2,0,0,1
295,1992/1993,12,10/18/1992,NBK,SIF,3,1,1932,1,1,0,0
296,1992/1993,12,10/18/1992,AaB,LBK,1,2,4500,3,0,1,0
297,1992/1993,13,10/25/1992,AGF,AaB,1,1,6400,2,0,0,1
298,1992/1993,13,10/25/1992,BIF,B1909,1,1,6804,2,0,0,1
299,1992/1993,13,10/25/1992,FCK,NBK,0,3,6649,3,0,1,0
300,1992/1993,13,10/25/1992,LBK,BKF,2,1,2274,1,1,0,0
301,1992/1993,13,10/25/1992,OB,SIF,0,3,4874,3,0,1,0
302,1992/1993,14,10/31/1992,BKF,AGF,1,2,1548,3,0,1,0
303,1992/1993,14,10/31/1992,SIF,FCK,1,2,5557,3,0,1,0
304,1992/1993,14,11/1/1992,B1909,LBK,1,4,792,3,0,1,0
305,1992/1993,14,11/1/1992,NBK,BIF,1,1,4181,2,0,0,1
306,1992/1993,14,11/1/1992,AaB,OB,0,0,4800,2,0,0,1
307,1992/1993,15,11/8/1992,AGF,B1909,1,1,4000,2,0,0,1
308,1992/1993,15,11/8/1992,BIF,SIF,2,0,8018,1,1,0,0
309,1992/1993,15,11/8/1992,LBK,NBK,1,1,2319,2,0,0,1
310,1992/1993,15,11/8/1992,OB,FCK,0,2,8808,3,0,1,0
311,1992/1993,15,11/8/1992,AaB,BKF,3,0,4000,1,1,0,0
312,1992/1993,16,11/15/1992,B1909,AaB,1,2,484,3,0,1,0
313,1992/1993,16,11/15/1992,FCK,BIF,0,0,13800,2,0,0,1
314,1992/1993,16,11/15/1992,BKF,OB,2,1,959,1,1,0,0
315,1992/1993,16,11/15/1992,NBK,AGF,2,3,2729,3,0,1,0
316,1992/1993,16,11/15/1992,SIF,LBK,2,0,2071,1,1,0,0
317,1992/1993,17,11/22/1992,AGF,SIF,1,0,5500,1,1,0,0
318,1992/1993,17,11/22/1992,BKF,B1909,3,1,1559,1,1,0,0
319,1992/1993,17,11/22/1992,LBK,FCK,1,1,3500,2,0,0,1
320,1992/1993,17,11/22/1992,OB,BIF,2,0,3628,1,1,0,0
321,1992/1993,17,11/22/1992,AaB,NBK,1,1,4500,2,0,0,1
322,1992/1993,18,11/29/1992,B1909,OB,0,1,4388,3,0,1,0
323,1992/1993,18,11/29/1992,BIF,LBK,2,2,5522,2,0,0,1
324,1992/1993,18,11/29/1992,FCK,AGF,3,1,2968,1,1,0,0
325,1992/1993,18,11/29/1992,NBK,BKF,2,2,10981,2,0,0,1
326,1992/1993,18,11/29/1992,SIF,AaB,0,2,2267,3,0,1,0
327,1992/1993,19,3/21/1993,AGF,OB,2,2,6700,2,0,0,1
328,1992/1993,19,3/21/1993,BIF,SIF,3,1,5866,1,1,0,0
329,1992/1993,19,3/21/1993,LBK,FCK,0,2,2385,3,0,1,0
330,1992/1993,19,3/21/1993,NBK,AaB,1,1,1788,2,0,0,1
331,1992/1993,20,3/28/1993,FCK,AGF,3,1,5145,1,1,0,0
332,1992/1993,20,3/28/1993,OB,NBK,2,0,4058,1,1,0,0
333,1992/1993,20,3/28/1993,SIF,LBK,1,0,2651,1,1,0,0
334,1992/1993,20,3/28/1993,AaB,BIF,1,1,9500,2,0,0,1
335,1992/1993,21,4/4/1993,BIF,OB,0,1,7288,3,0,1,0
336,1992/1993,21,4/4/1993,LBK,AaB,1,0,864,1,1,0,0
337,1992/1993,21,4/4/1993,NBK,AGF,1,3,1743,3,0,1,0
338,1992/1993,21,4/4/1993,SIF,FCK,1,1,3654,2,0,0,1
339,1992/1993,22,4/11/1993,AGF,BIF,1,3,9300,3,0,1,0
340,1992/1993,22,4/11/1993,FCK,NBK,2,0,2772,1,1,0,0
341,1992/1993,22,4/11/1993,OB,LBK,2,0,4175,1,1,0,0
342,1992/1993,22,4/11/1993,AaB,SIF,1,1,5800,2,0,0,1
343,1992/1993,23,4/18/1993,BIF,NBK,3,3,5381,2,0,0,1
344,1992/1993,23,4/18/1993,LBK,AGF,0,3,1738,3,0,1,0
345,1992/1993,23,4/18/1993,SIF,OB,4,0,3905,1,1,0,0
346,1992/1993,23,4/18/1993,AaB,FCK,1,3,6700,3,0,1,0
347,1992/1993,24,4/25/1993,AGF,SIF,2,0,11200,1,1,0,0
348,1992/1993,24,4/25/1993,FCK,BIF,0,4,16864,3,0,1,0
349,1992/1993,24,4/25/1993,NBK,LBK,3,1,2047,1,1,0,0
350,1992/1993,24,4/25/1993,OB,AaB,0,0,4669,2,0,0,1
351,1992/1993,25,5/2/1993,FCK,OB,3,1,11975,1,1,0,0
352,1992/1993,25,5/2/1993,LBK,BIF,0,2,7006,3,0,1,0
353,1992/1993,25,5/2/1993,SIF,NBK,2,2,2754,2,0,0,1
354,1992/1993,25,5/2/1993,AaB,AGF,2,1,5900,1,1,0,0
355,1992/1993,26,5/9/1993,BIF,AGF,2,1,7106,1,1,0,0
356,1992/1993,26,5/9/1993,LBK,OB,0,1,1004,3,0,1,0
357,1992/1993,26,5/9/1993,NBK,FCK,0,3,3245,3,0,1,0
358,1992/1993,26,5/9/1993,SIF,AaB,0,2,2902,3,0,1,0
