id,år,runde,dato,H,U,HM,UM,Tilskuere,Sejr,Hsejr,Usejr,Uafgjort
4506,2014/2015,2,7/25/2014,FCV,OB,3,1,2709,1,1,0,0
4507,2014/2015,2,7/26/2014,FCK,FCN,2,1,12496,1,1,0,0
4508,2014/2015,2,7/28/2014,BIF,SIF,2,0,15986,1,1,0,0
4509,2014/2015,2,7/26/2014,AaB,FCM,2,0,7543,1,1,0,0
4510,2014/2015,2,7/27/2014,EFB,SDR,1,1,7170,2,0,0,1
4511,2014/2015,3,8/2/2014,FCV,FCK,2,2,5127,2,0,0,1
4512,2014/2015,3,8/1/2014,SIF,SDR,0,2,3105,3,0,1,0
4513,2014/2015,3,8/3/2014,FCN,EFB,3,2,3146,1,1,0,0
4514,2014/2015,3,8/2/2014,OB,AaB,1,1,5840,2,0,0,1
4515,2014/2015,3,8/3/2014,HOB,BIF,2,0,6583,1,1,0,0
4516,2014/2015,3,8/4/2014,FCM,RFC,3,1,6937,1,1,0,0
4517,2014/2015,4,8/8/2014,RFC,FCV,1,0,4599,1,1,0,0
4518,2014/2015,4,8/10/2014,FCK,HOB,0,3,14664,3,0,1,0
4519,2014/2015,4,8/10/2014,BIF,OB,1,1,11116,2,0,0,1
4520,2014/2015,4,8/9/2014,AaB,FCN,1,2,5904,3,0,1,0
4521,2014/2015,4,8/11/2014,EFB,SIF,0,0,5728,2,0,0,1
4522,2014/2015,4,8/10/2014,SDR,FCM,1,3,4119,3,0,1,0
4523,2014/2015,5,8/17/2014,RFC,OB,0,2,3952,3,0,1,0
4524,2014/2015,5,8/18/2014,HOB,FCN,0,0,4221,2,0,0,1
4525,2014/2015,5,8/17/2014,FCV,SIF,2,0,1994,1,1,0,0
4526,2014/2015,5,8/15/2014,FCK,FCM,1,2,13106,3,0,1,0
4527,2014/2015,5,8/17/2014,BIF,SDR,2,0,9962,1,1,0,0
4528,2014/2015,5,8/16/2014,AaB,EFB,1,1,5319,2,0,0,1
4529,2014/2015,6,8/31/2014,OB,FCK,0,1,9925,3,0,1,0
4530,2014/2015,6,9/1/2014,HOB,FCV,3,1,2682,1,1,0,0
4531,2014/2015,6,8/31/2014,FCM,EFB,2,0,6571,1,1,0,0
4532,2014/2015,6,8/31/2014,SIF,AaB,2,2,3067,2,0,0,1
4533,2014/2015,6,8/31/2014,FCN,BIF,0,3,7689,3,0,1,0
4534,2014/2015,6,8/30/2014,SDR,RFC,1,1,2254,2,0,0,1
4535,2014/2015,7,9/13/2014,AaB,FCK,1,0,8546,1,1,0,0
4536,2014/2015,7,9/14/2014,EFB,FCV,3,0,5209,1,1,0,0
4537,2014/2015,7,9/15/2014,SDR,HOB,1,1,4138,2,0,0,1
4538,2014/2015,7,9/12/2014,FCM,OB,3,2,7505,1,1,0,0
4539,2014/2015,7,9/14/2014,SIF,FCN,1,2,2390,3,0,1,0
4540,2014/2015,7,9/14/2014,BIF,RFC,0,2,25551,3,0,1,0
4541,2014/2015,8,9/19/2014,RFC,SIF,1,0,5126,1,1,0,0
4542,2014/2015,8,9/21/2014,FCN,FCM,2,1,4637,1,1,0,0
4543,2014/2015,8,9/21/2014,OB,SDR,1,1,7201,2,0,0,1
4544,2014/2015,8,9/20/2014,HOB,EFB,1,1,3736,2,0,0,1
4545,2014/2015,8,9/22/2014,FCV,AaB,1,0,2703,1,1,0,0
4546,2014/2015,8,9/21/2014,FCK,BIF,1,0,32526,1,1,0,0
4547,2014/2015,9,9/27/2014,SDR,FCK,1,1,5535,2,0,0,1
4548,2014/2015,9,9/28/2014,FCM,FCV,1,0,6669,1,1,0,0
4549,2014/2015,9,9/27/2014,SIF,HOB,2,2,3081,2,0,0,1
4550,2014/2015,9,9/29/2014,FCN,OB,2,1,4425,1,1,0,0
4551,2014/2015,9,9/28/2014,EFB,BIF,2,2,10650,2,0,0,1
4552,2014/2015,9,9/26/2014,AaB,RFC,0,0,5357,2,0,0,1
4553,2014/2015,10,10/5/2014,RFC,FCN,0,0,5021,2,0,0,1
4554,2014/2015,10,10/4/2014,OB,SIF,2,0,5587,1,1,0,0
4555,2014/2015,10,10/3/2014,HOB,FCM,1,5,4968,3,0,1,0
4556,2014/2015,10,10/5/2014,FCV,SDR,1,1,2677,2,0,0,1
4557,2014/2015,10,10/5/2014,FCK,EFB,2,1,15236,1,1,0,0
4558,2014/2015,10,10/5/2014,BIF,AaB,2,1,15412,1,1,0,0
4559,2014/2015,11,10/19/2014,FCK,RFC,1,0,10723,1,1,0,0
4560,2014/2015,11,10/19/2014,BIF,FCV,5,0,12190,1,1,0,0
4561,2014/2015,11,10/17/2014,AaB,HOB,1,1,9923,2,0,0,1
4562,2014/2015,11,10/20/2014,EFB,OB,2,0,6478,1,1,0,0
4563,2014/2015,11,10/18/2014,FCN,SDR,2,3,3512,3,0,1,0
4564,2014/2015,11,10/19/2014,FCM,SIF,2,1,8622,1,1,0,0
4565,2014/2015,12,10/26/2014,RFC,OB,3,0,5135,1,1,0,0
4566,2014/2015,12,10/26/2014,EFB,BIF,0,0,10077,2,0,0,1
4567,2014/2015,12,10/27/2014,FCN,AaB,0,1,4016,3,0,1,0
4568,2014/2015,12,10/25/2014,SDR,FCM,1,1,4174,2,0,0,1
4569,2014/2015,12,10/26/2014,HOB,FCK,0,2,4738,3,0,1,0
4570,2014/2015,12,10/24/2014,SIF,FCV,1,2,2160,3,0,1,0
4571,2014/2015,13,11/1/2014,FCV,EFB,1,4,2602,3,0,1,0
4572,2014/2015,13,11/2/2014,BIF,RFC,1,0,12497,1,1,0,0
4573,2014/2015,13,11/2/2014,OB,HOB,3,1,8011,1,1,0,0
4574,2014/2015,13,11/2/2014,FCK,SDR,1,1,21413,2,0,0,1
4575,2014/2015,13,10/31/2014,FCM,FCN,2,0,6543,1,1,0,0
4576,2014/2015,13,11/3/2014,AaB,SIF,2,0,6240,1,1,0,0
4577,2014/2015,14,11/9/2014,SDR,OB,2,1,4428,1,1,0,0
4578,2014/2015,14,11/9/2014,HOB,BIF,3,0,4389,1,1,0,0
4579,2014/2015,14,11/8/2014,RFC,EFB,3,2,3929,1,1,0,0
4580,2014/2015,14,11/7/2014,SIF,FCM,1,2,3587,3,0,1,0
4581,2014/2015,14,11/9/2014,FCN,FCK,0,0,4567,2,0,0,1
4582,2014/2015,14,11/9/2014,AaB,FCV,2,0,6369,1,1,0,0
4583,2014/2015,15,11/21/2014,FCV,RFC,0,1,1849,3,0,1,0
4584,2014/2015,15,11/22/2014,EFB,HOB,4,2,6057,1,1,0,0
4585,2014/2015,15,11/23/2014,BIF,SDR,1,0,12647,1,1,0,0
4586,2014/2015,15,11/23/2014,OB,FCN,1,0,5927,1,1,0,0
4587,2014/2015,15,11/22/2014,FCK,SIF,1,0,8456,1,1,0,0
4588,2014/2015,15,11/23/2014,FCM,AaB,2,0,8005,1,1,0,0
4589,2014/2015,16,11/29/2014,SIF,OB,0,1,1866,3,0,1,0
4590,2014/2015,16,11/30/2014,FCN,BIF,2,0,5168,1,1,0,0
4591,2014/2015,16,11/28/2014,SDR,EFB,0,0,2609,2,0,0,1
4592,2014/2015,16,11/30/2014,HOB,RFC,0,1,3884,3,0,1,0
4593,2014/2015,16,11/30/2014,AaB,FCK,0,1,7437,3,0,1,0
4594,2014/2015,16,12/1/2014,FCM,FCV,2,1,6778,1,1,0,0
4595,2014/2015,17,12/7/2014,FCV,HOB,1,1,2377,2,0,0,1
4596,2014/2015,17,12/5/2014,RFC,SDR,0,0,4551,2,0,0,1
4597,2014/2015,17,12/8/2014,EFB,FCN,0,0,5150,2,0,0,1
4598,2014/2015,17,12/7/2014,BIF,SIF,1,0,19304,1,1,0,0
4599,2014/2015,17,12/6/2014,OB,AaB,1,1,5025,2,0,0,1
4600,2014/2015,17,12/7/2014,FCK,FCM,3,0,17499,1,1,0,0
4601,2014/2015,18,2/23/2015,FCM,OB,3,0,7602,1,1,0,0
4602,2014/2015,18,2/22/2015,AaB,BIF,1,0,7857,1,1,0,0
4603,2014/2015,18,2/21/2015,SIF,EFB,1,3,2247,3,0,1,0
4604,2014/2015,18,2/20/2015,FCN,RFC,0,3,3316,3,0,1,0
4605,2014/2015,18,2/22/2015,SDR,HOB,1,0,3812,1,1,0,0
4606,2014/2015,18,2/22/2015,FCK,FCV,2,0,12631,1,1,0,0
4607,2014/2015,19,2/27/2015,FCV,SDR,0,1,1750,3,0,1,0
4608,2014/2015,19,2/28/2015,HOB,FCN,1,0,2086,1,1,0,0
4609,2014/2015,19,3/1/2015,RFC,SIF,1,2,4263,3,0,1,0
4610,2014/2015,19,3/2/2015,EFB,AaB,1,3,5260,3,0,1,0
4611,2014/2015,19,3/1/2015,BIF,FCM,1,1,13092,2,0,0,1
4612,2014/2015,19,3/1/2015,OB,FCK,1,0,8421,1,1,0,0
4613,2014/2015,20,3/9/2015,FCV,OB,1,2,2134,3,0,1,0
4614,2014/2015,20,3/8/2015,FCK,BIF,3,1,31223,1,1,0,0
4615,2014/2015,20,3/8/2015,FCM,EFB,3,0,9190,1,1,0,0
4616,2014/2015,20,3/8/2015,AaB,RFC,2,1,5670,1,1,0,0
4617,2014/2015,20,3/8/2015,SIF,HOB,0,1,2620,3,0,1,0
4618,2014/2015,20,3/7/2015,FCN,SDR,4,0,2389,1,1,0,0
4619,2014/2015,21,3/15/2015,BIF,OB,2,0,12791,1,1,0,0
4620,2014/2015,21,3/14/2015,SDR,SIF,1,4,3145,3,0,1,0
4621,2014/2015,21,3/16/2015,HOB,AaB,1,0,6596,1,1,0,0
4622,2014/2015,21,3/13/2015,RFC,FCM,1,2,5463,3,0,1,0
4623,2014/2015,21,3/15/2015,EFB,FCK,0,1,7716,3,0,1,0
4624,2014/2015,21,3/15/2015,FCN,FCV,2,0,3243,1,1,0,0
4625,2014/2015,22,3/22/2015,FCV,BIF,0,1,4242,3,0,1,0
4626,2014/2015,22,3/20/2015,OB,EFB,0,2,6005,3,0,1,0
4627,2014/2015,22,3/22/2015,FCK,RFC,1,1,9520,2,0,0,1
4628,2014/2015,22,3/21/2015,FCM,HOB,3,0,9202,1,1,0,0
4629,2014/2015,22,3/22/2015,AaB,SDR,1,4,4644,3,0,1,0
4630,2014/2015,22,3/22/2015,SIF,FCN,2,2,1814,2,0,0,1
4631,2014/2015,23,4/7/2015,OB,FCV,1,2,4331,3,0,1,0
4632,2014/2015,23,4/6/2015,BIF,FCK,0,0,22020,2,0,0,1
4633,2014/2015,23,4/5/2015,EFB,FCM,3,3,7682,2,0,0,1
4634,2014/2015,23,4/6/2015,RFC,AaB,1,1,5083,2,0,0,1
4635,2014/2015,23,4/5/2015,HOB,SIF,2,2,2940,2,0,0,1
4636,2014/2015,23,4/4/2015,SDR,FCN,1,2,2375,3,0,1,0
4637,2014/2015,24,4/11/2015,RFC,FCV,1,1,4557,2,0,0,1
4638,2014/2015,24,4/10/2015,HOB,EFB,3,1,2743,1,1,0,0
4639,2014/2015,24,4/12/2015,SDR,BIF,0,1,4633,3,0,1,0
4640,2014/2015,24,4/12/2015,FCN,OB,1,2,5264,3,0,1,0
4641,2014/2015,24,4/13/2015,SIF,FCK,0,4,3578,3,0,1,0
4642,2014/2015,24,4/12/2015,AaB,FCM,1,2,7690,3,0,1,0
4643,2014/2015,25,4/19/2015,OB,SDR,0,0,6644,2,0,0,1
4644,2014/2015,25,4/19/2015,BIF,HOB,0,1,15904,3,0,1,0
4645,2014/2015,25,4/20/2015,EFB,RFC,0,0,5690,2,0,0,1
4646,2014/2015,25,4/17/2015,FCM,SIF,1,0,9058,1,1,0,0
4647,2014/2015,25,4/19/2015,FCK,FCN,2,0,10944,1,1,0,0
4648,2014/2015,25,4/18/2015,FCV,AaB,2,1,1854,1,1,0,0
4649,2014/2015,26,4/26/2015,BIF,FCV,4,0,12014,1,1,0,0
4650,2014/2015,26,4/24/2015,EFB,OB,0,2,5402,3,0,1,0
4651,2014/2015,26,4/26/2015,RFC,FCK,3,0,5777,1,1,0,0
4652,2014/2015,26,4/27/2015,HOB,FCM,0,0,4166,2,0,0,1
4653,2014/2015,26,4/26/2015,SDR,AaB,0,3,3615,3,0,1,0
4654,2014/2015,26,4/25/2015,FCN,SIF,1,0,3883,1,1,0,0
4655,2014/2015,27,5/3/2015,OB,BIF,0,2,9605,3,0,1,0
4656,2014/2015,27,5/2/2015,SIF,SDR,2,2,1965,2,0,0,1
4657,2014/2015,27,5/1/2015,AaB,HOB,5,0,9401,1,1,0,0
4658,2014/2015,27,5/4/2015,FCM,RFC,5,2,9039,1,1,0,0
4659,2014/2015,27,5/3/2015,FCK,EFB,2,1,12892,1,1,0,0
4660,2014/2015,27,5/3/2015,FCV,FCN,2,1,1688,1,1,0,0
4661,2014/2015,28,5/10/2015,OB,FCM,3,1,6378,1,1,0,0
4662,2014/2015,28,5/10/2015,BIF,AaB,1,1,14061,2,0,0,1
4663,2014/2015,28,5/9/2015,EFB,SIF,5,2,6741,1,1,0,0
4664,2014/2015,28,5/8/2015,RFC,FCN,2,0,5930,1,1,0,0
4665,2014/2015,28,5/10/2015,HOB,SDR,2,2,2787,2,0,0,1
4666,2014/2015,28,5/11/2015,FCV,FCK,0,1,3544,3,0,1,0
4667,2014/2015,29,5/17/2015,HOB,FCV,0,1,2082,3,0,1,0
4668,2014/2015,29,5/18/2015,SDR,RFC,1,1,2524,2,0,0,1
4669,2014/2015,29,5/18/2015,FCN,EFB,1,3,3019,3,0,1,0
4670,2014/2015,29,5/17/2015,SIF,BIF,0,2,3996,3,0,1,0
4671,2014/2015,29,5/15/2015,AaB,OB,0,2,7506,3,0,1,0
4672,2014/2015,29,5/17/2015,FCM,FCK,2,0,11305,1,1,0,0
4673,2014/2015,30,5/20/2015,OB,SIF,1,1,4717,2,0,0,1
4674,2014/2015,30,5/21/2015,BIF,FCN,3,1,10052,1,1,0,0
4675,2014/2015,30,5/21/2015,EFB,SDR,2,3,6060,3,0,1,0
4676,2014/2015,30,5/21/2015,RFC,HOB,0,1,6499,3,0,1,0
4677,2014/2015,30,5/20/2015,FCK,AaB,1,0,8127,1,1,0,0
4678,2014/2015,30,5/21/2015,FCV,FCM,0,0,2432,2,0,0,1
4679,2014/2015,31,5/24/2015,SDR,FCV,1,1,5075,2,0,0,1
4680,2014/2015,31,5/25/2015,FCN,HOB,4,2,3392,1,1,0,0
4681,2014/2015,31,5/25/2015,SIF,RFC,0,2,2052,3,0,1,0
4682,2014/2015,31,5/26/2015,AaB,EFB,1,0,4793,1,1,0,0
4683,2014/2015,31,5/25/2015,FCM,BIF,2,3,11535,3,0,1,0
4684,2014/2015,31,5/25/2015,FCK,OB,1,0,14463,1,1,0,0
4685,2014/2015,32,5/31/2015,EFB,FCV,2,1,10702,1,1,0,0
4686,2014/2015,32,5/31/2015,RFC,BIF,1,1,9143,2,0,0,1
4687,2014/2015,32,5/31/2015,HOB,OB,2,2,2958,2,0,0,1
4688,2014/2015,32,5/31/2015,SDR,FCK,1,2,5643,3,0,1,0
4689,2014/2015,32,5/31/2015,FCN,FCM,1,0,4408,1,1,0,0
4690,2014/2015,32,5/31/2015,SIF,AaB,1,2,2103,3,0,1,0
4691,2014/2015,33,6/7/2015,OB,RFC,0,2,7000,3,0,1,0
4692,2014/2015,33,6/7/2015,BIF,EFB,0,1,22838,3,0,1,0
4693,2014/2015,33,6/7/2015,AaB,FCN,1,0,6776,1,1,0,0
4694,2014/2015,33,6/7/2015,FCM,SDR,2,1,11535,1,1,0,0
4695,2014/2015,33,6/7/2015,FCK,HOB,1,0,16699,1,1,0,0
4696,2014/2015,33,6/7/2015,FCV,SIF,3,1,1201,1,1,0,0
4697,2015/2016,1,7/19/2015,OB,HOB,3,0,7797,1,1,0,0
4698,2015/2016,1,7/19/2015,AGF,BIF,2,1,13437,1,1,0,0
4699,2015/2016,1,7/18/2015,FCM,VFF,2,0,7232,1,1,0,0
4700,2015/2016,1,7/17/2015,FCN,SDR,0,2,3211,3,0,1,0
4701,2015/2016,1,7/20/2015,AaB,EFB,1,1,7764,2,0,0,1
4702,2015/2016,1,9/16/2015,FCK,RFC,3,0,10195,1,1,0,0
4703,2015/2016,2,7/26/2015,RFC,FCN,3,0,3389,1,1,0,0
4704,2015/2016,2,7/24/2015,SDR,FCM,1,2,5245,3,0,1,0
4705,2015/2016,2,7/27/2015,VFF,AGF,0,0,6318,2,0,0,1
4706,2015/2016,2,7/26/2015,BIF,OB,1,2,11494,3,0,1,0
4707,2015/2016,2,7/24/2015,HOB,AaB,0,1,4686,3,0,1,0
4708,2015/2016,2,7/26/2015,EFB,FCK,1,2,9255,3,0,1,0
4709,2015/2016,3,8/2/2015,BIF,HOB,0,2,9498,3,0,1,0
4710,2015/2016,3,7/31/2015,FCM,OB,1,0,6477,1,1,0,0
4711,2015/2016,3,8/3/2015,FCN,AaB,2,1,3267,1,1,0,0
4712,2015/2016,3,8/2/2015,SDR,FCK,1,3,6242,3,0,1,0
4713,2015/2016,3,7/31/2015,VFF,EFB,2,1,3557,1,1,0,0
4714,2015/2016,3,8/2/2015,AGF,RFC,3,2,10532,1,1,0,0
4715,2015/2016,4,8/9/2015,RFC,BIF,3,3,7412,2,0,0,1
4716,2015/2016,4,8/8/2015,HOB,VFF,1,1,3305,2,0,0,1
4717,2015/2016,4,8/9/2015,EFB,SDR,0,4,7500,3,0,1,0
4718,2015/2016,4,8/9/2015,FCK,FCN,1,1,11722,2,0,0,1
4719,2015/2016,4,8/10/2015,AaB,FCM,0,2,7077,3,0,1,0
4720,2015/2016,4,8/7/2015,OB,AGF,2,2,9932,2,0,0,1
4721,2015/2016,5,8/17/2015,SDR,HOB,3,0,4204,1,1,0,0
4722,2015/2016,5,8/16/2015,VFF,BIF,0,4,7747,3,0,1,0
4723,2015/2016,5,8/15/2015,AGF,AaB,2,3,10114,3,0,1,0
4724,2015/2016,5,8/14/2015,FCM,FCK,0,0,10822,2,0,0,1
4725,2015/2016,5,8/16/2015,FCN,EFB,1,2,2704,3,0,1,0
4726,2015/2016,5,8/16/2015,OB,RFC,2,3,7692,3,0,1,0
4727,2015/2016,6,8/23/2015,RFC,VFF,0,1,5347,3,0,1,0
4728,2015/2016,6,8/23/2015,BIF,SDR,1,0,11376,1,1,0,0
4729,2015/2016,6,8/21/2015,HOB,FCN,1,3,2007,3,0,1,0
4730,2015/2016,6,8/23/2015,EFB,FCM,1,1,5256,2,0,0,1
4731,2015/2016,6,8/23/2015,FCK,AGF,2,2,18837,2,0,0,1
4732,2015/2016,6,8/24/2015,AaB,OB,5,1,8041,1,1,0,0
4733,2015/2016,7,8/30/2015,FCM,HOB,2,0,6008,1,1,0,0
4734,2015/2016,7,8/30/2015,FCN,BIF,0,2,6455,3,0,1,0
4735,2015/2016,7,8/29/2015,SDR,VFF,2,1,4345,1,1,0,0
4736,2015/2016,7,8/30/2015,OB,FCK,1,0,10039,1,1,0,0
4737,2015/2016,7,8/28/2015,AGF,EFB,0,0,11321,2,0,0,1
4738,2015/2016,7,8/30/2015,AaB,RFC,0,2,6188,3,0,1,0
4739,2015/2016,8,9/13/2015,RFC,SDR,1,0,3928,1,1,0,0
4740,2015/2016,8,9/12/2015,VFF,FCN,0,1,3254,3,0,1,0
4741,2015/2016,8,9/13/2015,BIF,FCM,0,0,11535,2,0,0,1
4742,2015/2016,8,9/11/2015,HOB,AGF,0,3,3350,3,0,1,0
4743,2015/2016,8,9/14/2015,EFB,OB,4,2,5329,1,1,0,0
4744,2015/2016,8,9/13/2015,FCK,AaB,4,2,13253,1,1,0,0
4745,2015/2016,9,9/20/2015,FCK,HOB,1,0,11914,1,1,0,0
4746,2015/2016,9,9/20/2015,AaB,BIF,4,1,9276,1,1,0,0
4747,2015/2016,9,9/19/2015,OB,VFF,2,0,5807,1,1,0,0
4748,2015/2016,9,9/18/2015,AGF,SDR,1,2,6734,3,0,1,0
4749,2015/2016,9,9/20/2015,FCM,FCN,0,1,8006,3,0,1,0
4750,2015/2016,9,9/21/2015,EFB,RFC,0,2,5575,3,0,1,0
4751,2015/2016,10,9/27/2015,RFC,FCM,0,2,7764,3,0,1,0
4752,2015/2016,10,9/27/2015,FCN,AGF,2,0,5871,1,1,0,0
4753,2015/2016,10,9/25/2015,SDR,OB,4,0,5052,1,1,0,0
4754,2015/2016,10,9/25/2015,VFF,AaB,1,0,5137,1,1,0,0
4755,2015/2016,10,9/27/2015,BIF,FCK,1,0,22281,1,1,0,0
4756,2015/2016,10,9/28/2015,HOB,EFB,2,2,2132,2,0,0,1
4757,2015/2016,11,10/3/2015,RFC,HOB,2,1,5371,1,1,0,0
4758,2015/2016,11,10/4/2015,BIF,EFB,1,1,11347,2,0,0,1
4759,2015/2016,11,10/4/2015,FCK,VFF,1,0,13141,1,1,0,0
4760,2015/2016,11,10/4/2015,AaB,SDR,5,0,5518,1,1,0,0
4761,2015/2016,11,10/2/2015,FCN,OB,1,5,4811,3,0,1,0
4762,2015/2016,11,10/4/2015,FCM,AGF,2,0,5604,1,1,0,0
4763,2015/2016,12,10/19/2015,EFB,AaB,1,2,5461,3,0,1,0
4764,2015/2016,12,10/18/2015,AGF,FCN,3,0,6662,1,1,0,0
4765,2015/2016,12,10/18/2015,FCK,HOB,3,1,10458,1,1,0,0
4766,2015/2016,12,10/17/2015,OB,SDR,1,2,5617,3,0,1,0
4767,2015/2016,12,10/16/2015,FCM,RFC,2,1,7868,1,1,0,0
4768,2015/2016,12,10/18/2015,VFF,BIF,0,2,5691,3,0,1,0
4769,2015/2016,13,10/23/2015,HOB,AGF,3,1,2745,1,1,0,0
4770,2015/2016,13,10/25/2015,FCN,AaB,3,0,3801,1,1,0,0
4771,2015/2016,13,10/25/2015,BIF,FCM,2,1,11650,1,1,0,0
4772,2015/2016,13,10/26/2015,RFC,OB,1,1,4209,2,0,0,1
4773,2015/2016,13,10/25/2015,SDR,FCK,1,2,8210,3,0,1,0
4774,2015/2016,13,10/24/2015,VFF,EFB,4,2,3495,1,1,0,0
4775,2015/2016,14,10/30/2015,EFB,FCN,2,1,5143,1,1,0,0
4776,2015/2016,14,11/1/2015,AaB,HOB,6,0,8355,1,1,0,0
4777,2015/2016,14,11/2/2015,AGF,SDR,0,0,5240,2,0,0,1
4778,2015/2016,14,11/1/2015,FCK,RFC,4,0,16492,1,1,0,0
4779,2015/2016,14,11/1/2015,OB,BIF,2,5,10272,3,0,1,0
4780,2015/2016,14,10/31/2015,FCM,VFF,2,4,7068,3,0,1,0
4781,2015/2016,15,11/6/2015,RFC,AGF,4,1,6023,1,1,0,0
4782,2015/2016,15,11/6/2015,SDR,AaB,1,2,3855,3,0,1,0
4783,2015/2016,15,11/7/2015,HOB,FCN,0,1,1704,3,0,1,0
4784,2015/2016,15,11/8/2015,VFF,OB,0,1,3803,3,0,1,0
4785,2015/2016,15,11/8/2015,BIF,FCK,0,0,25102,2,0,0,1
4786,2015/2016,15,11/8/2015,FCM,EFB,5,1,7194,1,1,0,0
4787,2015/2016,16,11/22/2015,EFB,HOB,4,4,5148,2,0,0,1
4788,2015/2016,16,11/21/2015,FCN,SDR,1,2,2942,3,0,1,0
4789,2015/2016,16,11/23/2015,AaB,RFC,3,2,5831,1,1,0,0
4790,2015/2016,16,11/22/2015,AGF,BIF,1,1,6194,2,0,0,1
4791,2015/2016,16,11/22/2015,FCK,VFF,0,0,7785,2,0,0,1
4792,2015/2016,16,11/20/2015,OB,FCM,1,1,4501,2,0,0,1
4793,2015/2016,17,11/27/2015,VFF,AGF,1,0,3271,1,1,0,0
4794,2015/2016,17,11/29/2015,BIF,AaB,0,2,10058,3,0,1,0
4795,2015/2016,17,11/28/2015,RFC,FCN,1,0,4871,1,1,0,0
4796,2015/2016,17,11/29/2015,SDR,HOB,2,0,3255,1,1,0,0
4797,2015/2016,17,3/3/2016,FCM,FCK,0,1,9522,3,0,1,0
4798,2015/2016,17,11/30/2015,OB,EFB,2,1,4310,1,1,0,0
4799,2015/2016,18,12/6/2015,EFB,SDR,0,1,5041,3,0,1,0
4800,2015/2016,18,12/5/2015,HOB,RFC,0,0,2423,2,0,0,1
4801,2015/2016,18,12/6/2015,FCN,BIF,0,2,4188,3,0,1,0
4802,2015/2016,18,12/7/2015,AaB,VFF,2,0,8360,1,1,0,0
4803,2015/2016,18,12/4/2015,AGF,FCM,2,1,4892,1,1,0,0
4804,2015/2016,18,12/6/2015,FCK,OB,4,1,14636,1,1,0,0
4805,2015/2016,19,2/26/2016,OB,AGF,2,2,7459,2,0,0,1
4806,2015/2016,19,2/29/2016,FCM,AaB,1,1,6932,2,0,0,1
4807,2015/2016,19,2/28/2016,VFF,FCN,1,1,3162,2,0,0,1
4808,2015/2016,19,2/28/2016,BIF,HOB,1,0,11186,1,1,0,0
4809,2015/2016,19,2/27/2016,RFC,SDR,1,1,4581,2,0,0,1
4810,2015/2016,19,2/28/2016,FCK,EFB,2,1,16874,1,1,0,0
4811,2015/2016,20,3/6/2016,EFB,RFC,1,0,5012,1,1,0,0
4812,2015/2016,20,3/6/2016,SDR,BIF,3,1,6285,1,1,0,0
4813,2015/2016,20,3/5/2016,HOB,VFF,0,6,1740,3,0,1,0
4814,2015/2016,20,3/7/2016,FCN,FCM,2,1,3279,1,1,0,0
4815,2015/2016,20,3/4/2016,AaB,OB,0,1,5620,3,0,1,0
4816,2015/2016,20,3/6/2016,AGF,FCK,0,0,9225,2,0,0,1
4817,2015/2016,21,3/11/2016,EFB,AGF,2,1,5825,1,1,0,0
4818,2015/2016,21,3/13/2016,FCK,AaB,6,2,16296,1,1,0,0
4819,2015/2016,21,3/13/2016,OB,FCN,3,1,5044,1,1,0,0
4820,2015/2016,21,3/14/2016,FCM,HOB,3,0,5344,1,1,0,0
4821,2015/2016,21,3/12/2016,VFF,SDR,0,0,3167,2,0,0,1
4822,2015/2016,21,3/13/2016,BIF,RFC,1,0,12350,1,1,0,0
4823,2015/2016,22,3/18/2016,AaB,AGF,2,2,6648,2,0,0,1
4824,2015/2016,22,3/20/2016,RFC,VFF,1,3,4869,3,0,1,0
4825,2015/2016,22,3/20/2016,SDR,FCM,3,2,6545,1,1,0,0
4826,2015/2016,22,3/19/2016,HOB,OB,0,2,1512,3,0,1,0
4827,2015/2016,22,3/20/2016,FCN,FCK,2,0,7351,1,1,0,0
4828,2015/2016,22,3/20/2016,BIF,EFB,0,0,11693,2,0,0,1
4829,2015/2016,23,4/2/2016,AGF,HOB,1,1,8382,2,0,0,1
4830,2015/2016,23,4/1/2016,AaB,FCN,1,0,5447,1,1,0,0
4831,2015/2016,23,4/3/2016,FCM,BIF,2,0,9508,1,1,0,0
4832,2015/2016,23,4/3/2016,OB,RFC,0,1,6611,3,0,1,0
4833,2015/2016,23,4/3/2016,FCK,SDR,1,0,15842,1,1,0,0
4834,2015/2016,23,4/4/2016,EFB,VFF,1,0,5629,1,1,0,0
4835,2015/2016,24,4/11/2016,FCN,EFB,0,0,2107,2,0,0,1
4836,2015/2016,24,4/10/2016,HOB,AaB,0,2,3487,3,0,1,0
4837,2015/2016,24,4/9/2016,SDR,AGF,2,2,5347,2,0,0,1
4838,2015/2016,24,4/10/2016,RFC,FCK,1,1,5705,2,0,0,1
4839,2015/2016,24,4/10/2016,BIF,OB,1,0,11263,1,1,0,0
4840,2015/2016,24,4/8/2016,VFF,FCM,1,1,7502,2,0,0,1
4841,2015/2016,25,4/16/2016,AGF,RFC,0,2,7713,3,0,1,0
4842,2015/2016,25,4/17/2016,AaB,SDR,1,2,6185,3,0,1,0
4843,2015/2016,25,4/15/2016,FCN,HOB,2,1,2357,1,1,0,0
4844,2015/2016,25,4/17/2016,OB,VFF,5,1,4722,1,1,0,0
4845,2015/2016,25,4/17/2016,FCK,BIF,2,0,29178,1,1,0,0
4846,2015/2016,25,4/18/2016,EFB,FCM,0,2,5596,3,0,1,0
